,DATA_AS_AT,TRANSACTION_ID,EXPENDITURE,STATE,JSKR_LINKAGE_KEY,STREAM_PLACEMENT_DESC,EF_CATEGORY_DESCRIPTION,DERIVED_DATE_OF_SERVICE,ACTIVITY_TYPE_DESC,ACTIVITY_SUB_DESC,EDUCATION_LEVEL_DESC,GENDER,INDIGENOUS,HOMELESS,PWD,CALD,REFUGEE,EX_OFFENDER,AGE_GROUP,UE_GROUP,year,month,year_month,EDUCATION_ADJ,EF_CATEGORY_ADJ
90334,5/08/2018,1818997J,550.0,SA ,56717,Stream C,Targeted Pre-Employment Preparation,3/04/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,4,Apr-17,Non-trade vocational education,Pre-Employ Prep
90335,5/08/2018,2118021J,125.4,SA ,56717,Stream C,Professional Services,20/06/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,6,Jun-17,Non-trade vocational education,Prof Service
91885,5/08/2018,1847396J,528.0,QLD,57626,Stream B,Accredited Training,21/04/2017,Accredited Education and Training (Vocational),Certificate 3,Year 10/11,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Accredited Training
92228,5/08/2018,1594795J,71.5,QLD,57839,Stream B,Work Related Licencing,10/01/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 12/13,Work Licensing
92257,5/08/2018,1686641J,330.0,WA ,57846,Stream B,Targeted Pre-Employment Preparation,13/03/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Graduate Certificate or equivalent,Male,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Grad Diploma/Cert,Pre-Employ Prep
92612,5/08/2018,1878360J,528.0,QLD,58073,Stream C,Accredited Training,31/03/2017,Accredited Education and Training (Vocational),Certificate 3,Year 10/11,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,Year 10/11,Accredited Training
92892,5/08/2018,1754001J,330.0,WA ,58216,Stream B,Targeted Pre-Employment Preparation,7/04/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,4,Apr-17,Year 10/11,Pre-Employ Prep
93384,5/08/2018,1767988J,125.4,NSW,58499,Stream B,Professional Services,7/04/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,4,Apr-17,Year 10/11,Prof Service
93386,5/08/2018,1963371J,125.4,NSW,58499,Stream B,Professional Services,4/04/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,4,Apr-17,Year 10/11,Prof Service
93598,5/08/2018,1901538J,101.28,QLD,58634,Stream B,"Tools, Books, Equipment and Mobile Phones",5/04/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,24 to 59 Months,2017,4,Apr-17,Non-trade vocational education,Other Items
94336,5/08/2018,2525990J,17.5,SA ,59053,Stream C,Job Seeker Transport,3/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,Year 10/11,Transport
94337,5/08/2018,1556943J,17.5,SA ,59053,Stream B,Job Seeker Transport,5/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Transport
94338,5/08/2018,1556960J,17.5,SA ,59053,Stream B,Job Seeker Transport,8/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,2,Feb-17,Year 10/11,Transport
95540,5/08/2018,1741956J,258.5,QLD,59751,Stream C,Professional Services,7/03/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,50 to 54 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
95541,5/08/2018,1947852J,150.0,QLD,59751,Stream C,Professional Services,11/04/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,50 to 54 years,24 to 59 Months,2017,4,Apr-17,Non-trade vocational education,Prof Service
96105,5/08/2018,1604316J,33.0,SA ,60096,Stream C,"Food, Phone and Petrol Cards/Vouchers",10/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,40 to 49 years,12 to 23 Months,2017,1,Jan-17,<Year 10,Cash Cards/Vouchers
96106,5/08/2018,1604262J,69.0,SA ,60096,Stream C,"Tools, Books, Equipment and Mobile Phones",10/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,40 to 49 years,12 to 23 Months,2017,1,Jan-17,<Year 10,Other Items
96107,5/08/2018,1792944J,60.0,SA ,60096,Stream C,Clothing and Presentation,22/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,40 to 49 years,12 to 23 Months,2017,3,Mar-17,<Year 10,Clothing
96116,5/08/2018,1642661J,2.0,SA ,60100,Stream C,"Tools, Books, Equipment and Mobile Phones",21/02/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,Year 12/13,Other Items
96117,5/08/2018,1724873J,29.0,SA ,60100,Stream C,"Tools, Books, Equipment and Mobile Phones",21/02/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,Year 12/13,Other Items
96669,5/08/2018,2091521J,22.0,WA ,60444,Stream C,"Food, Phone and Petrol Cards/Vouchers",9/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,6,Jun-17,<Year 10,Cash Cards/Vouchers
96955,5/08/2018,1947862J,175.0,QLD,60648,Stream C,Rent and Crisis Accommodation ,3/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Accom
97312,5/08/2018,1902732J,13.14,QLD,60870,Stream C,Clothing and Presentation,21/02/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Clothing
97313,5/08/2018,1463485J,22.0,QLD,60870,Stream C,Job Seeker Transport,19/01/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,Under 22 years,60+ Months,2017,1,Jan-17,Non-trade vocational education,Transport
97314,5/08/2018,1642759J,99.0,QLD,60870,Stream C,"Tools, Books, Equipment and Mobile Phones",24/01/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,Under 22 years,60+ Months,2017,1,Jan-17,Non-trade vocational education,Other Items
97315,5/08/2018,1469605J,139.85,QLD,60870,Stream C,Clothing and Presentation,19/01/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,Under 22 years,60+ Months,2017,1,Jan-17,Non-trade vocational education,Clothing
97316,5/08/2018,1565546J,285.0,QLD,60870,Stream C,Driving Lessons,23/02/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Driving Lessons
97317,5/08/2018,1610760J,22.0,QLD,60870,Stream C,Job Seeker Transport,17/02/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Transport
97318,5/08/2018,1624971J,550.0,QLD,60870,Stream C,Targeted Pre-Employment Preparation,21/02/2017,Non-Accredited Education and Training (Vocational),Employability Skills,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Pre-Employ Prep
97914,5/08/2018,1625357J,125.4,QLD,61290,Stream C,Professional Services,2/03/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,25 to 29 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Prof Service
97981,5/08/2018,2071094J,109.0,QLD,61338,Stream B,"Tools, Books, Equipment and Mobile Phones",30/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Other Items
98303,5/08/2018,1711179J,220.0,QLD,61534,Stream C,Accredited Training,27/02/2017,Accredited Education and Training (Vocational),Certificate 3,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,2,Feb-17,Year 10/11,Accredited Training
98916,5/08/2018,1899981J,57.2,NSW,61915,Stream C,Work Related Licencing,16/05/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,Year 12/13,Work Licensing
99078,5/08/2018,1754360J,17.5,SA ,62006,Stream B,Job Seeker Transport,5/04/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,4,Apr-17,Year 10/11,Transport
100552,5/08/2018,2026609J,315.92,QLD,62884,Stream B,Job Seeker Transport,25/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,5,May-17,<Year 10,Transport
100737,5/08/2018,1451620J,150.0,VIC,63017,Stream C,Professional Services,10/01/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,Year 10/11,Prof Service
100783,5/08/2018,1835398J,85.69,QLD,63042,Stream C,Work Related Items,24/04/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,4,Apr-17,Year 10/11,Work Items
100939,5/08/2018,2548434J,4.75,SA ,63120,Stream C,Job Seeker Transport,20/06/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,6,Jun-17,Non-trade vocational education,Transport
102068,5/08/2018,1819113J,125.4,SA ,63861,Stream C,Professional Services,10/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,4,Apr-17,Year 10/11,Prof Service
102069,5/08/2018,1819018J,125.4,SA ,63861,Stream C,Professional Services,3/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,4,Apr-17,Year 10/11,Prof Service
102070,5/08/2018,2627224J,20.78,SA ,63861,Stream C,Job Seeker Transport,25/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,5,May-17,Year 10/11,Transport
102071,5/08/2018,2549982J,20.9,SA ,63861,Stream C,"Food, Phone and Petrol Cards/Vouchers",25/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,5,May-17,Year 10/11,Cash Cards/Vouchers
102072,5/08/2018,1725543J,125.4,SA ,63861,Stream C,Professional Services,20/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Year 10/11,Prof Service
102073,5/08/2018,1725298J,125.4,SA ,63861,Stream C,Professional Services,6/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Year 10/11,Prof Service
102075,5/08/2018,1590222J,125.4,SA ,63861,Stream C,Professional Services,27/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,Year 10/11,Prof Service
102076,5/08/2018,1945571J,125.4,SA ,63861,Stream C,Professional Services,1/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,5,May-17,Year 10/11,Prof Service
102737,5/08/2018,1833904J,39.0,WA ,64295,Stream B,"Tools, Books, Equipment and Mobile Phones",10/03/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Other Items
103400,5/08/2018,2011336J,330.0,NSW,64726,Stream B,Targeted Pre-Employment Preparation,23/05/2017,Non-Accredited Education and Training (Vocational),Employability Skills,Year 10/11,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,5,May-17,Year 10/11,Pre-Employ Prep
103401,5/08/2018,1626591J,109.0,NSW,64726,Stream B,"Tools, Books, Equipment and Mobile Phones",8/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Other Items
103402,5/08/2018,1626590J,25.0,NSW,64726,Stream B,Clothing and Presentation,8/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Clothing
104200,5/08/2018,1847075J,258.5,VIC,65198,Stream C,Professional Services,9/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Prof Service
104201,5/08/2018,1805564J,258.5,VIC,65198,Stream C,Professional Services,19/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,1,Jan-17,Year 10/11,Prof Service
104202,5/08/2018,1846873J,317.9,VIC,65198,Stream C,Professional Services,9/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Prof Service
104372,5/08/2018,1872724J,112.5,WA ,65299,Stream C,Professional Services,5/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,5,May-17,Year 10/11,Prof Service
104373,5/08/2018,2095945J,112.5,WA ,65299,Stream C,Professional Services,23/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Prof Service
104745,5/08/2018,1802688J,350.0,QLD,65553,Stream B,Rent and Crisis Accommodation ,25/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,Under 22 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Accom
104746,5/08/2018,1613008J,69.0,QLD,65553,Stream B,"Tools, Books, Equipment and Mobile Phones",14/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,Under 22 years,Under 12 Months,2017,2,Feb-17,Year 10/11,Other Items
104747,5/08/2018,1946064J,72.0,QLD,65553,Stream C,"Tools, Books, Equipment and Mobile Phones",4/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,5,May-17,Year 10/11,Other Items
104816,5/08/2018,2117880J,330.0,SA ,65607,Stream B,Targeted Pre-Employment Preparation,9/06/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,Under 22 years,24 to 59 Months,2017,6,Jun-17,<Year 10,Pre-Employ Prep
104818,5/08/2018,1594153J,125.4,NSW,65609,Stream C,Professional Services,6/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,Year 10/11,Prof Service
104819,5/08/2018,1728058J,125.4,NSW,65609,Stream C,Professional Services,13/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Year 10/11,Prof Service
105687,5/08/2018,2041157J,75.0,NSW,66155,Stream B,Professional Services,14/06/2017,,,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Prof Service
105893,5/08/2018,2105442J,330.0,QLD,66301,Stream B,Targeted Pre-Employment Preparation,27/06/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Pre-Employ Prep
105894,5/08/2018,1627968J,150.0,WA ,66302,Stream B,Professional Services,2/03/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
105895,5/08/2018,1677193J,150.0,WA ,66302,Stream B,Professional Services,16/03/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
105962,5/08/2018,2056559J,99.0,VIC,66335,Stream B,Work Related Licencing,31/05/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,5,May-17,Year 10/11,Work Licensing
106063,5/08/2018,2157188J,39.0,WA ,66409,Stream B,"Tools, Books, Equipment and Mobile Phones",21/06/2017,,,Graduate Certificate or equivalent,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,6,Jun-17,Grad Diploma/Cert,Other Items
106286,5/08/2018,1487852J,330.0,QLD,66564,Stream B,Targeted Pre-Employment Preparation,30/01/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,1,Jan-17,<Year 10,Pre-Employ Prep
106385,5/08/2018,1795663J,258.5,QLD,66634,Stream C,Professional Services,20/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,4,Apr-17,<Year 10,Prof Service
107018,5/08/2018,1546640J,24.2,NSW,67012,Stream C,Work Related Items,17/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,Under 12 Months,2017,2,Feb-17,Year 10/11,Work Items
107525,5/08/2018,1910314J,125.4,NSW,67388,Stream B,Professional Services,11/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,40 to 49 years,12 to 23 Months,2017,5,May-17,<Year 10,Prof Service
107526,5/08/2018,1910312J,125.4,NSW,67388,Stream B,Professional Services,11/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,40 to 49 years,12 to 23 Months,2017,5,May-17,<Year 10,Prof Service
107527,5/08/2018,1910273J,125.4,NSW,67388,Stream B,Professional Services,26/04/2017,,,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,40 to 49 years,12 to 23 Months,2017,4,Apr-17,<Year 10,Prof Service
107730,5/08/2018,1777849J,35.0,NSW,67527,Stream B,Work Related Items,9/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Work Items
107832,5/08/2018,1503558J,8.0,NSW,67582,Stream B,Work Related Licencing,19/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,<Year 10,Work Licensing
107833,5/08/2018,1503254J,77.0,NSW,67582,Stream B,Work Related Licencing,19/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,<Year 10,Work Licensing
107834,5/08/2018,1503554J,48.4,NSW,67582,Stream B,Work Related Licencing,19/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,<Year 10,Work Licensing
107835,5/08/2018,1564367J,88.0,NSW,67582,Stream B,Work Related Licencing,16/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,<Year 10,Work Licensing
108397,5/08/2018,1622991J,165.0,NSW,67962,Stream C,Professional Services,16/03/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
108398,5/08/2018,1563762J,22.0,NSW,67962,Stream C,Job Seeker Transport,10/02/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,2,Feb-17,Non-trade vocational education,Transport
108399,5/08/2018,1564994J,82.39,NSW,67962,Stream C,Clothing and Presentation,10/02/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,2,Feb-17,Non-trade vocational education,Clothing
108400,5/08/2018,1647961J,165.0,NSW,67962,Stream C,Professional Services,23/03/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
108401,5/08/2018,1623176J,165.0,NSW,67962,Stream C,Professional Services,16/03/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
108587,5/08/2018,1651139J,112.5,WA ,68080,Stream B,Professional Services,14/03/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
109360,5/08/2018,1408315J,137.5,NSW,68568,Stream C,Professional Services,19/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
109361,5/08/2018,1409111J,137.5,NSW,68568,Stream C,Professional Services,19/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
109363,5/08/2018,1618888J,33.0,NSW,68568,Stream C,"Food, Phone and Petrol Cards/Vouchers",9/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,12 to 23 Months,2017,2,Feb-17,Year 10/11,Cash Cards/Vouchers
109364,5/08/2018,1408511J,137.5,NSW,68568,Stream C,Professional Services,19/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
109378,5/08/2018,1571357J,150.0,QLD,68579,Stream C,Professional Services,22/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,<Year 10,Prof Service
109379,5/08/2018,1450112J,550.0,QLD,68579,Stream C,Targeted Pre-Employment Preparation,13/01/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,1,Jan-17,<Year 10,Pre-Employ Prep
109525,5/08/2018,2056534J,99.0,VIC,68662,Stream C,"Tools, Books, Equipment and Mobile Phones",6/03/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,3,Mar-17,Non-trade vocational education,Other Items
109656,5/08/2018,2192594J,5.83,WA ,68738,Stream B,Job Seeker Transport,10/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,3,Mar-17,Year 10/11,Transport
109775,5/08/2018,2000971J,101.28,QLD,68793,Stream A,"Tools, Books, Equipment and Mobile Phones",22/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,5,May-17,Year 10/11,Other Items
110606,5/08/2018,1422406J,258.5,QLD,69326,Stream B,Professional Services,10/01/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,<Year 10,Prof Service
110607,5/08/2018,1509020J,258.5,QLD,69326,Stream B,Professional Services,7/02/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,<Year 10,Prof Service
111279,5/08/2018,2001082J,101.28,QLD,69735,Stream B,"Tools, Books, Equipment and Mobile Phones",6/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,6,Jun-17,Year 10/11,Other Items
111904,5/08/2018,1461901J,183.0,NT ,70107,Stream C,Job Seeker Transport,18/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Transport
111905,5/08/2018,1550383J,71.0,NT ,70107,Stream C,Clothing and Presentation,6/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Clothing
112065,5/08/2018,1892239J,112.5,WA ,70230,Stream C,Professional Services,12/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,<Year 10,Prof Service
112377,5/08/2018,1629626J,49.5,NSW,70468,Stream C,Work Related Items,18/01/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Work Items
